epoch;accuracy;loss;val_accuracy;val_loss
0;0.30619001388549805;2.2510626316070557;0.5727513432502747;1.2363990545272827
1;0.4812975823879242;1.5442861318588257;0.6785714030265808;1.0014657974243164
2;0.5471698045730591;1.3730705976486206;0.7420634627342224;0.8811360001564026
3;0.6007944345474243;1.1661810874938965;0.7367724776268005;0.8349649906158447
4;0.6365441679954529;1.0745415687561035;0.7579365372657776;0.7742387056350708
5;0.6607083678245544;0.9762491583824158;0.7843915224075317;0.6692718267440796
6;0.6904998421669006;0.9134595990180969;0.7857142686843872;0.6713334918022156
7;0.7116848826408386;0.8622992038726807;0.8134920597076416;0.6077421307563782
8;0.716650128364563;0.8097102642059326;0.8121693134307861;0.6116479635238647
9;0.7391592264175415;0.7782855033874512;0.8333333134651184;0.5923071503639221
10;0.7480966448783875;0.7522292137145996;0.8399471044540405;0.5627310872077942
11;0.7656404972076416;0.7166047096252441;0.8346560597419739;0.5896970629692078
12;0.7709367871284485;0.6992634534835815;0.8452380895614624;0.537844717502594
13;0.7729228734970093;0.6659471988677979;0.8359788656234741;0.6090857982635498
14;0.7855014801025391;0.6554262042045593;0.8558201193809509;0.5270738005638123
15;0.7990731596946716;0.5982099175453186;0.8425925970077515;0.5564080476760864
16;0.7997351884841919;0.5919151902198792;0.8584656119346619;0.5456759333610535
17;0.8030453324317932;0.5933130979537964;0.8452380895614624;0.5581685900688171
18;0.8238993883132935;0.5533022284507751;0.8637565970420837;0.49030953645706177
19;0.817279040813446;0.5614201426506042;0.8637565970420837;0.4766644239425659
20;0.8255544304847717;0.520749032497406;0.8597883582115173;0.5048518776893616
21;0.8225753307342529;0.5146910548210144;0.8756613731384277;0.4777172803878784
22;0.8315127491950989;0.5033235549926758;0.8690476417541504;0.5272738337516785
23;0.8351539373397827;0.48286306858062744;0.8783068656921387;0.4777122437953949
24;0.8334988355636597;0.5082725882530212;0.8664020895957947;0.5037254095077515
25;0.8338298797607422;0.48546332120895386;0.8650793433189392;0.4794447422027588
26;0.8430982828140259;0.4470662474632263;0.8730158805847168;0.4374983012676239
27;0.8632903099060059;0.42865481972694397;0.8796296119689941;0.468955397605896
28;0.8556769490242004;0.4319120943546295;0.8730158805847168;0.4822675585746765
29;0.857001006603241;0.4283187985420227;0.8822751045227051;0.4656651020050049
30;0.8543528914451599;0.43402931094169617;0.8743386268615723;0.47734999656677246
