epoch;accuracy;loss;val_accuracy;val_loss
<<<<<<< HEAD
0;0.7423994541168213;0.748228907585144;0.9751634001731873;0.07656987756490707
1;0.8671134114265442;0.3968231678009033;0.9888888597488403;0.04119277745485306
2;0.8949003219604492;0.31272605061531067;0.9941176176071167;0.030067194253206253
3;0.9133703708648682;0.2585337162017822;0.9954248070716858;0.020898280665278435
4;0.9223602414131165;0.22324930131435394;0.9960784316062927;0.013050616718828678
5;0.9272637963294983;0.20947600901126862;0.9973856210708618;0.014849014580249786
6;0.9333115220069885;0.199184387922287;0.9967319965362549;0.012008866295218468
7;0.9370709657669067;0.18221276998519897;0.998039186000824;0.011113756336271763
8;0.9462242722511292;0.1695721596479416;0.9973856210708618;0.009502585977315903
9;0.9488394856452942;0.1560070812702179;0.9967319965362549;0.008175475522875786
10;0.9475318789482117;0.1532467007637024;0.9986928105354309;0.007382280193269253
11;0.9542334079742432;0.13499969244003296;0.9973856210708618;0.0092496732249856
12;0.9561948180198669;0.13638395071029663;0.9973856210708618;0.005392211489379406
13;0.9555410146713257;0.13403083384037018;0.9986928105354309;0.00764993904158473
14;0.9596273303031921;0.12818878889083862;0.9993463754653931;0.006984111852943897
=======
0;0.7505720853805542;0.7217509746551514;0.9784313440322876;0.06684409826993942
1;0.8738150000572205;0.3795541226863861;0.9921568632125854;0.03615909814834595
2;0.8984962701797485;0.29870444536209106;0.9960784316062927;0.021409548819065094
3;0.9104282259941101;0.261525422334671;0.9921568632125854;0.027959905564785004
4;0.9225236773490906;0.2280440628528595;0.9973856210708618;0.015429662540555
5;0.9300425052642822;0.20120938122272491;0.9993463754653931;0.012532089836895466
6;0.9413207173347473;0.1727583408355713;0.9973856210708618;0.010814442299306393
7;0.9413207173347473;0.17215311527252197;0.9973856210708618;0.011475975625216961
8;0.9416475892066956;0.1751166135072708;0.9973856210708618;0.01021332386881113
9;0.9494932889938354;0.15770815312862396;0.9973856210708618;0.007573526818305254
10;0.9512912631034851;0.14747972786426544;0.9973856210708618;0.009862369857728481
11;0.9496567249298096;0.1489681601524353;0.9960784316062927;0.009230225346982479
12;0.9539064764976501;0.14342251420021057;0.9973856210708618;0.007410175167024136
13;0.9496567249298096;0.14822334051132202;0.9967319965362549;0.009383383207023144
>>>>>>> 4b471a066cc76698a4c94a4446a108b736ae14f7
