epoch;accuracy;loss;val_accuracy;val_loss
<<<<<<< HEAD
0;0.5150375962257385;1.3585395812988281;0.7758169770240784;0.6194478869438171
1;0.6536449790000916;0.893191397190094;0.8045751452445984;0.48150622844696045
2;0.7110166549682617;0.7562237977981567;0.8176470398902893;0.44138410687446594
3;0.7396208047866821;0.6918768286705017;0.8509804010391235;0.3899812698364258
4;0.7577639818191528;0.638898491859436;0.8640522956848145;0.3489350378513336
5;0.7674076557159424;0.6204289197921753;0.8738561868667603;0.34063711762428284
6;0.7842432260513306;0.5857955813407898;0.9019607901573181;0.3042779862880707
7;0.7840797901153564;0.5639564394950867;0.8928104639053345;0.3089636564254761
8;0.8027133345603943;0.5510265231132507;0.898692786693573;0.295443594455719
9;0.8036940097808838;0.5228014588356018;0.8960784077644348;0.30234038829803467
10;0.8170970678329468;0.5084911584854126;0.8941176533699036;0.28674474358558655
11;0.8242889642715454;0.479854017496109;0.9078431129455566;0.2611318826675415
12;0.8273945450782776;0.4834687411785126;0.9169934391975403;0.2507995665073395
13;0.8349133729934692;0.45861101150512695;0.913071870803833;0.258785605430603
14;0.8427590727806091;0.43194010853767395;0.9098039269447327;0.24806413054466248
15;0.8443936109542847;0.443613737821579;0.9163398742675781;0.23242288827896118
16;0.8430860042572021;0.43909952044487;0.9222221970558167;0.22059842944145203
17;0.8537103533744812;0.4063781499862671;0.9202614426612854;0.23009274899959564
18;0.8587774038314819;0.39389491081237793;0.9254902005195618;0.21067644655704498
19;0.8658058047294617;0.3932381570339203;0.9313725233078003;0.20263171195983887
20;0.8685845136642456;0.3698916435241699;0.927450954914093;0.2071956843137741
21;0.8604118824005127;0.38187089562416077;0.9320261478424072;0.1989917904138565
22;0.8689113855361938;0.3731079697608948;0.9287581443786621;0.1970837414264679
23;0.869401752948761;0.3627927005290985;0.9287581443786621;0.1998273730278015
=======
0;0.5086629390716553;1.3725553750991821;0.7516340017318726;0.6180839538574219
1;0.6650866270065308;0.8743014931678772;0.801307201385498;0.5023331046104431
2;0.709382176399231;0.7570645213127136;0.8372548818588257;0.41993603110313416
3;0.739130437374115;0.6863377094268799;0.8562091588973999;0.3879486620426178
4;0.7610329985618591;0.6477972865104675;0.8816993236541748;0.3537915050983429
5;0.7747629880905151;0.6121659874916077;0.886274516582489;0.3334505259990692
6;0.7870218753814697;0.5841103196144104;0.8875817060470581;0.3297345042228699
7;0.7919254899024963;0.5640577673912048;0.8908496499061584;0.3092273473739624
8;0.8000980615615845;0.5490448474884033;0.8993464112281799;0.293342262506485
9;0.8058189153671265;0.5228070616722107;0.900653600692749;0.2859559655189514
10;0.8166067600250244;0.5099415183067322;0.9111111164093018;0.2576400339603424
11;0.8295194506645203;0.48484742641448975;0.9026143550872803;0.26469147205352783
12;0.8321346640586853;0.4734409749507904;0.9065359234809875;0.25433534383773804
13;0.8357306122779846;0.4486887753009796;0.9078431129455566;0.24425333738327026
14;0.8345864415168762;0.4558009207248688;0.9196078181266785;0.23218891024589539
15;0.8416149020195007;0.42817118763923645;0.9267973899841309;0.21389028429985046
16;0.8538737893104553;0.4171936810016632;0.9137254953384399;0.23815669119358063
17;0.8553448915481567;0.40512797236442566;0.9143790602684021;0.23608176410198212
18;0.8566524982452393;0.39782243967056274;0.9124183058738708;0.2265099287033081
19;0.8649885654449463;0.3777921795845032;0.9241830110549927;0.21268334984779358
20;0.8592677116394043;0.3923245966434479;0.9307189583778381;0.22205916047096252
21;0.8687479496002197;0.370269238948822;0.9176470637321472;0.23250719904899597
22;0.864007830619812;0.377440482378006;0.9156862497329712;0.21775373816490173
>>>>>>> 4b471a066cc76698a4c94a4446a108b736ae14f7
