epoch;accuracy;loss;val_accuracy;val_loss
<<<<<<< HEAD
0;0.33164432644844055;1.7752193212509155;0.49346405267715454;1.2219483852386475
1;0.43249428272247314;1.337199091911316;0.5477124452590942;1.1247179508209229
2;0.4887218177318573;1.2063912153244019;0.5699346661567688;1.0759800672531128
3;0.5201045870780945;1.1495590209960938;0.5712418556213379;1.0288385152816772
4;0.5406996011734009;1.1060707569122314;0.6130719184875488;0.9460486173629761
5;0.5797646045684814;1.0457367897033691;0.6202614307403564;0.9329143762588501
6;0.5903890132904053;1.0238871574401855;0.6261438131332397;0.9315590858459473
7;0.6068976521492004;0.9899376630783081;0.6470588445663452;0.8687365055084229
8;0.613926112651825;0.9714943766593933;0.6627451181411743;0.8769465684890747
9;0.6312520503997803;0.9480029344558716;0.6627451181411743;0.8945037126541138
10;0.6379535794258118;0.9249355792999268;0.6620914936065674;0.8931018114089966
11;0.6560967564582825;0.8942245244979858;0.6797385811805725;0.8643742799758911
12;0.6564236879348755;0.8827635645866394;0.6875817179679871;0.8294669985771179
13;0.6701536178588867;0.8605175614356995;0.6758170127868652;0.8427397608757019
14;0.6623079180717468;0.8692854046821594;0.6777777671813965;0.8212628364562988
15;0.6675384044647217;0.8425289988517761;0.6908496618270874;0.8453326225280762
16;0.6840471029281616;0.8329705595970154;0.6771242022514343;0.8571581244468689
17;0.6748937368392944;0.8195902705192566;0.6954248547554016;0.8249973058700562
18;0.6900948286056519;0.8075108528137207;0.7117646932601929;0.8026556372642517
19;0.6900948286056519;0.8056984543800354;0.6830065250396729;0.8162580728530884
20;0.6992481350898743;0.7904268503189087;0.6921568512916565;0.8250423073768616
21;0.6987577676773071;0.7754698991775513;0.7084967494010925;0.8041223287582397
22;0.7048054933547974;0.756703794002533;0.7058823704719543;0.8026851415634155
23;0.7144491672515869;0.76522296667099;0.7124183177947998;0.8268689513206482
24;0.7134684324264526;0.7509105801582336;0.6960784196853638;0.8351947069168091
25;0.7244197726249695;0.7490355968475342;0.7084967494010925;0.830643892288208
=======
0;0.3308270573616028;1.768965244293213;0.5117647051811218;1.1905453205108643
1;0.43576332926750183;1.3431148529052734;0.5398693084716797;1.0899901390075684
2;0.4830009937286377;1.208787441253662;0.5614379048347473;1.0229781866073608
3;0.5277868509292603;1.1371400356292725;0.601307213306427;0.980830192565918
4;0.546256959438324;1.0907460451126099;0.6065359711647034;0.9576648473739624
5;0.5789473652839661;1.050486445426941;0.6437908411026001;0.9162153005599976
6;0.5905524492263794;1.027953863143921;0.6294117569923401;0.9099839925765991
7;0.6070611476898193;0.9992414116859436;0.6450980305671692;0.899183988571167
8;0.6237332224845886;0.9614262580871582;0.6477124094963074;0.9177234768867493
9;0.6256946921348572;0.9574136137962341;0.6620914936065674;0.8554679751396179
10;0.6266753673553467;0.927901566028595;0.6673202514648438;0.8889591693878174
11;0.6390977501869202;0.9094549417495728;0.6803921461105347;0.861820638179779
12;0.6515201330184937;0.901371419429779;0.6666666865348816;0.8652685880661011
13;0.665740430355072;0.8652300834655762;0.6764705777168274;0.8594475984573364
14;0.666067361831665;0.8699995279312134;0.6738561987876892;0.8879496455192566
15;0.6734226942062378;0.8428076505661011;0.6869280934333801;0.8613448739051819
16;0.682249128818512;0.8340959548950195;0.7052287459373474;0.8487665057182312
17;0.6891140937805176;0.8152347803115845;0.6849673390388489;0.8490970134735107
18;0.6967963576316833;0.803479790687561;0.6908496618270874;0.860930323600769
19;0.693200409412384;0.8004481196403503;0.6895424723625183;0.8725766539573669
20;0.6974501609802246;0.7829036116600037;0.6967320442199707;0.8748876452445984
21;0.706603467464447;0.7736011147499084;0.6875817179679871;0.8689064383506775
22;0.7048054933547974;0.7722405195236206;0.6921568512916565;0.8411377668380737
23;0.7133049964904785;0.7607389092445374;0.6928104758262634;0.8252086639404297
24;0.7151029706001282;0.7374188303947449;0.6888889074325562;0.8491538166999817
25;0.7275253534317017;0.72782963514328;0.6980392336845398;0.8469075560569763
26;0.7221314311027527;0.7302005887031555;0.6928104758262634;0.8289723992347717
27;0.7268715500831604;0.7297427654266357;0.7039215564727783;0.8385105729103088
>>>>>>> 4b471a066cc76698a4c94a4446a108b736ae14f7
