epoch;accuracy;loss;val_accuracy;val_loss
<<<<<<< HEAD
0;0.6704805493354797;0.950590193271637;0.9379084706306458;0.17450229823589325
1;0.8135011196136475;0.542601466178894;0.9790849685668945;0.09201338142156601
2;0.839653491973877;0.4676581621170044;0.9830065369606018;0.07389462739229202
3;0.8527296781539917;0.42597782611846924;0.9849672913551331;0.0707087516784668
4;0.8628636598587036;0.394317090511322;0.9823529124259949;0.07219559699296951
5;0.8729977011680603;0.3770783543586731;0.9895424842834473;0.056071486324071884
6;0.880516529083252;0.34985777735710144;0.9895424842834473;0.05224454775452614
7;0.8872180581092834;0.3311111032962799;0.9869281053543091;0.05081785470247269
8;0.888198733329773;0.32167619466781616;0.9908496737480164;0.04136234521865845
9;0.8937561511993408;0.31504595279693604;0.9921568632125854;0.03764759376645088
10;0.8949003219604492;0.30427831411361694;0.9908496737480164;0.03800605982542038
11;0.9037266969680786;0.28799712657928467;0.9928104281425476;0.035082876682281494
12;0.9002941846847534;0.2953520119190216;0.9921568632125854;0.031178228557109833
13;0.9020921587944031;0.28341811895370483;0.9928104281425476;0.029525525867938995
14;0.9114089608192444;0.2657116651535034;0.9928104281425476;0.02639375999569893
15;0.9154952764511108;0.25538307428359985;0.9928104281425476;0.0275901947170496
16;0.9122262001037598;0.2544476091861725;0.9928104281425476;0.0287568811327219
17;0.9138607382774353;0.2503228485584259;0.9941176176071167;0.024325763806700706
18;0.9223602414131165;0.2395801842212677;0.9928104281425476;0.021529417484998703
19;0.9120627641677856;0.25052323937416077;0.9960784316062927;0.019411545246839523
20;0.9212160706520081;0.24614450335502625;0.9934640526771545;0.025116341188549995
21;0.9192546606063843;0.22989553213119507;0.9928104281425476;0.027923177927732468
=======
0;0.6907486319541931;0.9133571982383728;0.9464052319526672;0.15342873334884644
1;0.8195488452911377;0.5367221832275391;0.9751634001731873;0.09660957008600235
2;0.8442301154136658;0.4486578702926636;0.9784313440322876;0.08786319941282272
3;0.847662627696991;0.42695972323417664;0.98562091588974;0.07490760087966919
4;0.8641713261604309;0.38906410336494446;0.9862744808197021;0.06255466490983963
5;0.8785550594329834;0.3600064218044281;0.9895424842834473;0.05232659727334976
6;0.875122606754303;0.3575311005115509;0.9921568632125854;0.05463309586048126
7;0.8829683065414429;0.3397456705570221;0.9934640526771545;0.04499666765332222
8;0.8899967074394226;0.33144405484199524;0.9934640526771545;0.04457271471619606
9;0.8963713645935059;0.31294333934783936;0.9941176176071167;0.03610839694738388
10;0.8963713645935059;0.3123628795146942;0.9934640526771545;0.041972264647483826
11;0.8999673128128052;0.2910309135913849;0.9928104281425476;0.03498965501785278
12;0.9066688418388367;0.2800975739955902;0.9954248070716858;0.03044496476650238
13;0.9055246710777283;0.28413859009742737;0.9941176176071167;0.03223544731736183
14;0.9017652869224548;0.28291139006614685;0.9960784316062927;0.03109433315694332
15;0.9069957733154297;0.2673870325088501;0.9934640526771545;0.027011409401893616
16;0.9110820293426514;0.26190853118896484;0.9947712421417236;0.02546376734972
17;0.9168028831481934;0.24625614285469055;0.9941176176071167;0.02858559601008892
18;0.9192546606063843;0.23950301110744476;0.9941176176071167;0.02075202204287052
19;0.9203988313674927;0.24091698229312897;0.9947712421417236;0.02228083834052086
20;0.9187642931938171;0.24574291706085205;0.9941176176071167;0.02260260283946991
>>>>>>> 4b471a066cc76698a4c94a4446a108b736ae14f7
